"textid","description"
defval_2874673436,assunto a tempo indeterminato
defval_2876246398,assunto a tempo determinato
defval_2678524145,lavoratore interinale
defval_3033336244,"sì, utilizzando il taxi"
defval_3152611775,"sì, utilizzando il trasporto pubblico"
defval_2868578594,auto privata
defval_3226274242,auto privata come conducente insieme a dei colleghi
defval_3153791420,auto privata come passeggero insieme a dei colleghi
defval_3033795021,"motocicletta, ciclomotore, scooter"
defval_2724989223,bicicletta
defval_2783316316,nessuna flessibilità
defval_3337620112,un?ora
defval_2847803736,resto nei pressi della sede di lavoro
defval_2914847136,torno a casa
defval_2936146340,svolgo attività richiedenti l?utilizzo di un mezzo privato
defval_2876901674,resto in ufficio
defval_2741242065,vado alla mensa aziendale
defval_2661615945,no
defval_3163294241,"sì, utilizzando un mezzo proprio"
defval_2954692884,"sì, utilizzando un mezzo aziendale"
defval_2766080282,bici
defval_3042773411,trasporto pubblico
defval_3010136420,monopattino
defval_3032812028,a piedi
defval_2937391469,bus aziendale
defval_2726693153,uno o più mezzi pubblici
defval_2832992497,combinazione di mezzi pubblici e privati
defval_3062041052,treno
defval_2989099330,tram
defval_2995718506,metropolitana
defval_2692286711,"autobus urbano, filobus"
defval_2751007020,"corriera, autobus extra-urbano"
defval_2909604096,non utilizzo i mezzi pubblici
defval_2776107287,economicità
defval_2899380647,difficoltà del parcheggio
defval_2932279766,sicurezza
defval_2797930766,alternativa meno stressante
defval_2948860297,salute
defval_2900035923,tempo di viaggio
defval_2895317234,comfort
defval_2949187968,accompagnamento di persone
defval_2866874783,autonomia di movimento
defval_2740062418,mancanza di alternative valide
defval_3161852564,servizio pubblico non efficiente
defval_3154905584,rispetto dell?ambiente
defval_2865170765,attività extralavorative
defval_3249801968,mancanza di percorsi ciclabili
defval_3171551842,"sì, per commissioni o acquisti"
defval_2725513550,"sì, per accompagnare i figli a scuola o altri familiari"
defval_2999323093,"sì, per attività ricreative"
defval_2774665557,"sì, per altri motivi"
defval_3049982377,sì
defval_2846624123,"no, vado a piedi"
defval_3127118342,"no, vado in bicicletta"
defval_2778466502,"no, vado in monopattino"
defval_3137866200,"no, vado in moto/motociclo"
defval_2711750965,"no, vado con il trasporto pubblico"
defval_2805860601,"no, vado con l?autobus aziendale"
defval_2751203699,"no, vado in automobile"
defval_3018983863,"no, vado in automobile con dei colleghi come conducente"
defval_2920810818,"no, vado in automobile con dei colleghi come passeggero"
defval_2890336531,abbonamento trasporto pubblico locale
defval_2843871576,abbonamento bike sharing
defval_2819229977,abbonamento car sharing
defval_2589526171,abbonamento scooter sharing
defval_2680883362,abbonamento monopattino sharing
defval_3002730896,abbonamento parcheggio
defval_2586773654,nessuno dei precedenti
defval_2808416584,niente
defval_2787510519,meno di 20 euro
defval_3289647750,da 20 a 40 euro
defval_3071085015,da 40 a 60 euro
defval_2860911042,da 60 a 80 euro
defval_2860779926,da 80 a 100 euro
defval_3074099669,più di 100 euro
defval_2864908609,tra 50 euro e 150 euro
defval_3106408933,tra 150 euro e 250 euro
defval_2902657311,tra 250 euro e 350 euro
defval_3187018254,tra 350 euro e 450 euro
defval_2923563433,più di 450 euro
defval_3019704760,meno di 100 m
defval_2803108246,da 100 m a 200 m
defval_2963605898,da 200 m a 300 m
defval_2862221716,da 300 m a 500 m
defval_2947615127,da 500 m a 1 km
defval_3035302447,da 1 km a 2 km
defval_3057256899,da 2 km a 5 km
defval_2809727276,più di 5 km
defval_2999454183,in bicicletta
defval_2845640953,in motociclo
defval_2888239431,in auto come conducente
defval_2856847815,in auto come passeggero
defval_2866678120,"0"
defval_2885421428,più di 2
defval_3079604757,puntualità
defval_3030649248,"informazione (orari, linee, etc)"
defval_2855864599,vicinanza alle fermate
defval_2903115999,tariffe
defval_2957052258,non sono a conoscenza di questo servizio
defval_2901870858,euro 0
defval_3196979663,euro 1
defval_3040414100,euro 2
defval_2966358376,euro 3
defval_3065252399,euro 4
defval_3021146492,euro 5
defval_2671053087,euro 6
defval_3208186413,"informazione (orari, percorsi, etc)"
defval_2851801491,adeguatezza del percorso
defval_2677934310,adeguatezza degli orari
defval_2814773450,auto
defval_3020032463,motociclo a benzina
defval_3172862478,motociclo elettrico
defval_2692221161,bicicletta tradizionale
defval_3200453209,bicicletta elettrica
defval_2715879803,nessuno
defval_2880375246,auto elettrica
defval_2634549486,auto a benzina
defval_191103504,auto diesel
defval_2950039860,auto gpl
defval_3005155680,auto a metano
defval_2875591082,auto ibrida
defval_2918648183,parcheggio multipiano o custodito in convenzione
defval_3021277617,parcheggio esterno alla sede gratuito
defval_2860124475,parcheggio esterno alla sede a pagamento
defval_3069119058,sulla strada
defval_2807040278,più di 60 euro
defval_2924808573,non so
defval_3099462082,"sì, se fosse fornito l?abbonamento dall?azienda"
defval_2873952650,"sì, in presenza di parcheggi di scambio lungo il percorso"
defval_3119843744,"sì, in presenza di mezzi aziendali di collegamento con le principali fermate del trasporto pubblico"
defval_3090024959,"sì, se le fermate del trasporto pubblico fossero più vicine alla sede di lavoro"
defval_3076459013,"sì, se ci fosse maggiore affidabilità del trasporto pubblico (es. rispetto degli orari e delle corse)"
defval_3132295677,"sì, se durante le ore di lavoro potessi usufruire di mezzi aziendali per eventuali spostamenti"
defval_3019311602,"sì, in presenza di un sistema che mi mettesse in contatto con chi fa il mio stesso percorso nelle stesse ore"
defval_2800552225,"sì, se dovessi pagare la sosta della mia auto"
defval_2912291229,"sì, se fossero disponibili spazi di sosta riservati agli equipaggi car pooling"
defval_2782202090,"sì, se il tempo di spostamento non fosse superiore di 5 o 10 minuti rispetto a quello attuale"
defval_2871068894,"sì, se l?azienda mi fornisse la bicicletta elettrica"
defval_2939226592,"sì, se ci fossero piste ciclabili migliori e più sicure"
defval_2919958909,"sì, se fossero disponibili spogliatoi e docce"
defval_2560952480,no
defval_2547124380,"sì, se dovessi pagare la sosta della mia auto"
defval_3020687778,"sì, se la fermata fosse abbastanza vicina a casa"
defval_3156544154,"sì, se costasse più o meno quanto spendo oggi per andare a lavoro"
defval_2897611178,"sì, se durante le ore di lavoro potessi usufruire di mezzi aziendali per eventuali spostamenti"
defval_3439987431,"sì, se potessi rateizzare il costo in busta paga"
defval_2824538397,no
defval_2837514493,"sì, se i marciapiedi e i percorsi pedonali fossero più curati"
defval_2987723231,"sì, se le strade fossero maggiormente illuminate"
defval_3010922930,no
defval_3208514003,"sì, se l'azienda mi fornisse un incentivo per l'acquisto"
defval_2995456489,"sì, se ci fossero strade protette sicure"
defval_3015510387,"sì, se fossero disponibili spogliatoi e docce"
defval_2928806266,"sì, se durante le ore di lavoro potessi usufruire di mezzi aziendali per eventuali spostamenti"
defval_2906917332,"no, mai"
defval_2932869509,"sì, se fossero costantemente igienizzati e forniti di disinfettante"
defval_2811300153,"sì, se potessi usufruire di scontistiche"
defval_2886207858,"sì, se potessi prenotare il mezzo in anticipo"
defval_2459699194,bike sharing
defval_2935621927,monopattino sharing
defval_2994211249,scooter sharing
defval_3195931179,car sharing
defval_3017673002,non sono disposto ad utilizzare servizi di sharing mobility 
defval_2859206992,auto elettriche
defval_3116894697,auto tradizionali
defval_2974157172,piedi
defval_2883979627,non posseggo un?automobile
defval_3050637771,"no, mi sento sicuro solo con il mezzo privato"
defval_3125938628,"sì, utilizzerei il trasporto pubblico al posto del mezzo privato se fossero facilmente disponibili i dispositivi di protezione, se fossero prenotabili le corse e correttamente sanificati"
defval_3031239103,"sì, utilizzerei la biciletta o il monopattino al posto del mezzo privato"
defval_2814445870,"sì, utilizzerei un servizio di sharing mobility al posto del mezzo privato"
defval_2883127643,Quadro/Dirigente
defval_2892499274,due ore 
defval_2809203010,tra i dieci e i trenta minuti 
defval_3014003123,auto privata
defval_2706376926,mezzi di navigazione
defval_2889025832,"4"
defval_3003648381,più di 4
defval_2823555379,assunto a tempo indeterminato
defval_3190884876,"no, vado con i mezzi aziendali"
defval_2782661034,uomo
defval_2839546226,bicicletta
defval_2821785890,"1"
defval_2815953220,"2"
defval_2719353395,"3"
defval_3168078245,Dichiaro di aver letto l?informativa sulla privacy e acconsento al trattamento dei miei dati personali
defval_2961901990,donna
defval_3297774142,meno di 20 anni
defval_2754349384,fra 21 e 30 anni
defval_2802518370,fra 31 e 40 anni
defval_3075541456,fra 41 e 50 anni
defval_3191802349,fra 51 e 60 anni
defval_2812479868,più di 60 anni
defval_3281062457,Quadro
defval_3216837135,Dirigente
defval_3049982435,resto nei pressi della sede di lavoro
defval_2831157627,torno a casa
defval_2873690372,svolgo attività richiedenti l?utilizzo di un mezzo privato
defval_2816608604,resto in ufficio
defval_2792294616,vado alla mensa aziendale
defval_2921924966,assunto a tempo determinato
defval_2906720723,lavoratore interinale
defval_3038054895,full time 5 giorni a settimana
defval_3180595819,part time verticale
defval_2776697027,part time orizzontale
defval_2828994830,turni
defval_2923891097,nessuna flessibilità
defval_3068856784,mezz?ora
defval_2811234607,un?ora
defval_3209169461,due ore o più
defval_2818967887,uno o più mezzi pubblici
defval_3245803982,combinazione di mezzi pubblici e privati
defval_3087469058,salute
defval_2667186312,no
defval_2928740739,"sì, utilizzando un mezzo proprio"
defval_2857896182,"sì, utilizzando un mezzo aziendale"
defval_2911963542,"sì, utilizzando il taxi"
defval_3053718119,"sì, utilizzando il trasporto pubblico"
defval_3083798960,auto privata
defval_3083340284,auto privata come conducente insieme a dei colleghi
defval_2938636761,auto privata come passeggero insieme a dei colleghi
defval_2742618385,"motocicletta, ciclomotore, scooter"
defval_2809137401,monopattino
defval_3187542519,a piedi
defval_2953513278,treno
defval_2785413468,tram
defval_2714306738,metropolitana
defval_2864843101,"autobus urbano, filobus"
defval_2932607419,"corriera, autobus extra-urbano"
defval_2922711487,non utilizzo i mezzi pubblici
defval_3139963403,economicità
defval_3108833710,difficoltà del parcheggio
defval_2781939999,sicurezza
defval_2951809449,alternativa meno stressante
defval_3093236094,tempo di viaggio
defval_2875656475,comfort
defval_2942896548,accompagnamento di persone
defval_3082816052,autonomia di movimento
defval_2796226728,mancanza di alternative valide
defval_3037268445,servizio pubblico non efficiente
defval_2717976668,rispetto dell?ambiente
defval_2720794947,attività extralavorative
defval_3118271032,mancanza di percorsi ciclabili
defval_2738227383,"sì, per commissioni o acquisti"
defval_3031632357,"sì, per accompagnare i figli a scuola o altri familiari"
defval_2866022888,"sì, per attività ricreative"
defval_2802911617,"sì, per altri motivi"
defval_2866612601,sì
defval_2858486098,"no, vado a piedi"
defval_2710571299,"no, vado in bicicletta"
defval_3050572191,"no, vado in monopattino"
defval_2751727869,"no, vado in moto/motociclo"
defval_2739538189,"no, vado con il trasporto pubblico"
defval_3168143836,"no, vado in automobile"
defval_2911897842,"no, vado in automobile con dei colleghi come conducente"
defval_2999716261,"no, vado in automobile con dei colleghi come passeggero"
defval_2973894943,abbonamento trasporto pubblico locale
defval_2781874433,abbonamento bike sharing
defval_2888370576,abbonamento car sharing
defval_3096381942,abbonamento scooter sharing
defval_2948270512,abbonamento monopattino sharing
defval_3219589651,abbonamento parcheggio
defval_3163228700,nessuno dei precedenti
defval_3025078792,niente
defval_2801404182,meno di 20 euro
defval_3109620194,da 20 a 40 euro
defval_2991786377,da 40 a 60 euro
defval_2844723562,da 60 a 80 euro
defval_3203140059,da 80 a 100 euro
defval_2485979290,più di 100 euro
defval_2904951079,tra 50 euro e 150 euro
defval_2784168224,tra 150 euro e 250 euro
defval_2716797172,tra 250 euro e 350 euro
defval_2705197369,tra 350 euro e 450 euro
defval_2800683298,più di 450 euro
defval_3045460481,meno di 100 m
defval_3032222122,da 100 m a 200 m
defval_3083733417,da 200 m a 300 m
defval_2806385021,da 300 m a 500 m
defval_2981104084,da 500 m a 1 km
defval_3061909975,da 1 km a 2 km
defval_2869168464,da 2 km a 5 km
defval_2976582109,più di 5 km
defval_2655193297,in bicicletta
defval_2763000183,in motociclo
defval_2933328331,in auto come conducente
defval_3090090497,in auto come passeggero
defval_3008104852,"0"
defval_2768308430,più di 2
defval_3171879364,puntualità
defval_3062106577,"informazione (orari, linee, etc)"
defval_2805467466,euro 6
defval_3044215203,parcheggio multipiano o custodito in convenzione
defval_3011381751,parcheggio esterno alla sede gratuito
defval_3004893646,parcheggio esterno alla sede a pagamento
defval_3363244731,sulla strada
defval_2946370078,vicinanza alle fermate
defval_2663123134,tariffe
defval_2933852491,non sono a conoscenza di questo servizio
defval_2706704574,"informazione (orari, percorsi, etc)"
defval_3311602273,adeguatezza del percorso
defval_2978744829,adeguatezza degli orari
defval_2610628730,auto
defval_2721122555,motociclo a benzina
defval_3032025513,motociclo elettrico
defval_2557151398,bicicletta tradizionale
defval_2731542833,bicicletta elettrica
defval_2868775102,nessuno
defval_3078031786,auto elettrica
defval_2948860304,auto a benzina
defval_2891188524,auto diesel
defval_2826045803,auto gpl
defval_3014592886,auto a metano
defval_3015510445,auto ibrida
defval_2824669551,euro 0
defval_2632517913,euro 1
defval_2817984812,euro 2
defval_2966555103,euro 3
defval_3047754262,euro 4
defval_3353676515,euro 5
defval_2853112162,"no, vado con la navetta aziendale"
defval_2764245225,più di 60 euro
defval_3051817433,non so
defval_2818050418,mezz?ora
defval_2791508263,"sì, se fosse fornito l?abbonamento dall?azienda"
defval_2843019518,"sì, in presenza di parcheggi di scambio lungo il percorso"
defval_2579826847,"sì, in presenza di mezzi aziendali di collegamento con le principali fermate del trasporto pubblico"
defval_3215788575,"sì, se le fermate del trasporto pubblico fossero più vicine alla sede di lavoro"
defval_2965506435,"sì, se ci fosse maggiore affidabilità del trasporto pubblico (es. rispetto degli orari e delle corse)"
defval_2916550946,no
defval_2863991062,"sì, se durante le ore di lavoro potessi usufruire di mezzi aziendali per eventuali spostamenti"
defval_2799241502,"sì, in presenza di un sistema che mi mettesse in contatto con chi fa il mio stesso percorso nelle stesse ore"
defval_3171879496,"sì, se dovessi pagare la sosta della mia auto"
defval_2655717483,"sì, se fossero disponibili spazi di sosta riservati agli equipaggi car pooling"
defval_2828732645,"sì, se il tempo di spostamento non fosse superiore di 5 o 10 minuti rispetto a quello attuale"
defval_3184200272,"sì, se l?azienda mi fornisse la bicicletta elettrica"
defval_3055159764,"sì, se ci fossero piste ciclabili migliori e più sicure"
defval_2687371489,"sì, se fossero disponibili spogliatoi e docce"
defval_3422751364,no
defval_2849835433,"sì, se dovessi pagare la sosta della mia auto"
defval_2808285445,"sì, se la fermata fosse abbastanza vicina a casa"
defval_2823096603,"sì, se costasse più o meno quanto spendo oggi per andare a lavoro"
defval_3140684205,"sì, se durante le ore di lavoro potessi usufruire di mezzi aziendali per eventuali spostamenti"
